1file_id	2sample	3DNA_code	4ADM_#	5SPECIES	6POP_CODE	7POPNAME	8POP#	9GROUP	10LONG	11LAT	12server	13path	14plastome	15Haplogroup
SKNL10_3_DNA390	SKNL10_3	390	673	PTRI	SKNL	Skeena river/L	10	C01	-128.75	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_CGAGAA.bam	DONE	HapT
SKNL10_4_DNA449	SKNL10_4	449	674	PTRI	SKNL	Skeena river/L	10	C01	-128.75	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0362/C0W04ACXX_3/IX0362_C0W04ACXX_3_GAGTGG.bam	DONE	HapT
SKNM10_1_DNA642	SKNM10_1	642	675	PTRI	SKNM	Skeena river/M	10	C01	-128.983333	54.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_AACCCC.bam	DONE	HapT
SKNM10_2_DNA239	SKNM10_2	239	676	PTRI	SKNM	Skeena river/M	10	C01	-128.983333	54.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0329/D102LACXX_1/IX0329_D102LACXX_1_AACCCC.bam	DONE	HapT
SKNM10_3_DNA391	SKNM10_3	391	677	PTRI	SKNM	Skeena river/M	10	C01	-128.983333	54.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_GACGGA.bam	DONE	HapT
SKNN10_2_DNA175	SKNN10_2	175	678	PTRI	SKNN	Skeena river/N	10	C01	-129.366667	54.283333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX960/C0KU4ACXX_1/INX960_C0KU4ACXX_1_CACTCA.bam	DONE	HapT
SKNN10_3_DNA240	SKNN10_3	240	679	PTRI	SKNN	Skeena river/N	10	C01	-129.366667	54.283333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0329/D102LACXX_1/IX0329_D102LACXX_1_ACCCAG.bam	DONE	HapT
SKNN10_4_DNA393	SKNN10_4	393	680	PTRI	SKNN	Skeena river/N	10	C01	-129.366667	54.283333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0349/D104PACXX_5/IX0349_D104PACXX_5_TCGGCA.bam	DONE	HapT
SKNN10_5_DNA755	SKNN10_5	755	681	PTRI	SKNN	Skeena river/N	10	C01	-129.366667	54.283333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_CTAGCT.bam	DONE	HapT
SKNO10_2_DNA394	SKNO10_2	394	682	PTRI	SKNO	Skeena river/O	10	C01	-129.533333	54.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0349/D104PACXX_5/IX0349_D104PACXX_5_AGGTTT.bam	DONE	HapT
SKNO10_3_DNA400	SKNO10_3	400	683	PTRI	SKNO	Skeena river/O	10	C01	-129.533333	54.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_AGCATC.bam	DONE	HapT
SKNO10_4_DNA395A	SKNO10_4	395A	684	PTRI	SKNO	Skeena river/O	10	C01	-129.533333	54.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0349/D104PACXX_5/IX0349_D104PACXX_5_GTGGCC.bam	DONE	HapT
SKNP10_11_DNA396	SKNP10_11	396	685	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_ACTTGA.bam	DONE	#N/A
SKNP10_3_DNA397	SKNP10_3	397	687	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_CGTACG.bam	DONE	HapT
SKNP10_4_DNA188	SKNP10_4	188	688	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX967/C0KU4ACXX_8/INX967_C0KU4ACXX_8_CCTTAG.bam	DONE	HapT
SKNP10_8_DNA28	SKNP10_8	28	689	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-11/INX895/C0KV7ACXX_1/INX895_C0KV7ACXX_1_ACCGGC.bam	DONE	HapT
SKNP10_9_DNA261	SKNP10_9	261	690	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0331/D102LACXX_3/IX0331_D102LACXX_3_TAATCG.bam	DONE	HapT
SKNQ10_3_DNA190	SKNQ10_3	190	691	PTRI	SKNQ	Skeena river/Q	10	C01	-128.416667	54.583333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX968/D0U7RACXX_1/INX968_D0U7RACXX_1_GCTCCA.bam	DONE	HapT
SKNR10_1_DNA756	SKNR10_1	756	692	PTRI	SKNR	Skeena river/R	10	C01	-128.35	54.683333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_GATGCT.bam	DONE	HapT
SKWC24_3_DNA26	SKWC24_3	26	701	PTRI	SKWC	Skwawka river/C	24	C03	-124	50.25	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX894/C0H62ACXX_7/INX894_C0H62ACXX_7_TAGCTT.bam	DONE	HapT
SKWC24_4_DNA25	SKWC24_4	25	702	PTRI	SKWC	Skwawka river/C	24	C03	-124	50.25	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX894/C0H62ACXX_7/INX894_C0H62ACXX_7_CGATGT.bam	DONE	HapT
SKWF24_2_DNA27	SKWF24_2	27	711	PTRI	SKWF	Skwawka river/F	24	C03	-123.933333	50.25	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-11/INX895/C0KV7ACXX_1/INX895_C0KV7ACXX_1_AACTTG.bam	DONE	HapT
SQMA25_5_DNA177	SQMA25_5	177	744	PTRI	SQMA	Squamish river/A	25	C03	-123.233333	49.866667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX961/C0KU4ACXX_2/INX961_C0KU4ACXX_2_GAAACC.bam	DONE	HapT
STEL14_1_DNA245	STEL14_1	245	766	PTRI	STEL	Stellako river	14	C01	-124.916667	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0330/D102LACXX_2/IX0330_D102LACXX_2_CAAAAG.bam	DONE	HapY
STKB5_4_DNA247	STKB5_4	247	776	PTRI	STKB	Lower Stikine/B	5	C01	-131.783333	56.66	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0330/D102LACXX_2/IX0330_D102LACXX_2_CTAGCT.bam	DONE	HapT
STKD5_1_DNA451	STKD5_1	451	777	PTRI	STKD	Lower Stikine/D	5	C01	-131.783333	57.333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_GCCGCG.bam	DONE	HapT
STKD5_3_DNA428	STKD5_3	428	778	PTRI	STKD	Lower Stikine/D	5	C01	-131.783333	57.333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0357/D10R2ACXX_6/IX0357_D10R2ACXX_6_TGCCAT.bam	DONE	HapT
STKE5_3_DNA643	STKE5_3	643	779	PTRI	STKE	Lower Stikine/E	5	C01	-131.783333	57.516667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_ACCCAG.bam	DONE	HapT
STKF5_1_DNA757	STKF5_1	757	780	PTRI	STKF	Lower Stikine/F	5	C01	131.566667	57.65	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_TAATCG.bam	DONE	HapT
STKG4_4_DNA758	STKG4_4	758	781	PTRI	STKG	Upper Stikine/G	4	C01	-129.666667	57.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0982/D18W4ACXX_4/IX0982_D18W4ACXX_4_TGAATG.bam	DONE	HapT
TAKA3_3_DNA248	TAKA3_3	248	796	PTRI	TAKA	Taku river/A	3	C01	-133.566667	58.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0331/D102LACXX_3/IX0331_D102LACXX_3_GATGCT.bam	DONE	HapT
TAKB3_3_DNA282	TAKB3_3	282	797	PTRI	TAKB	Taku river/B	3	C01	-133.4	58.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0333/D102LACXX_5/IX0333_D102LACXX_5_CCACGC.bam	DONE	HapW
TAKB3_4_DNA275	TAKB3_4	275	798	PTRI	TAKB	Taku river/B	3	C01	-133.4	58.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_CGATGT.bam	DONE	HapW
TAKB3_5_DNA276	TAKB3_5	276	799	PTRI	TAKB	Taku river/B	3	C01	-133.4	58.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_TAGCTT.bam	DONE	HapX
TATB1_4_DNA284	TATB1_4	284	800	PTRI	TATB	Tatshenshini river/B	1	C01	-137.833333	59.433333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0333/D102LACXX_5/IX0333_D102LACXX_5_CTATAC.bam	DONE	HapY
TATB1_7_DNA278	TATB1_7	278	801	PTRI	TATB	Tatshenshini river/B	1	C01	-137.833333	59.433333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_AACTTG.bam	DONE	HapX
TNZA4_3_DNA453	TNZA4_3	453	805	PTRI	TNZA	Tanzilla river/A	4	C01	-130.466667	58.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_TGGCGC.bam	DONE	HapZ
TOBA23_3_DNA46	TOBA23_3	46	807	PTRI	TOBA	Toba Inlet/A	23	C03	-124.233333	50.516667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX904/D0U8JACXX_1/INX904_D0U8JACXX_1_GCACTT.bam	DONE	HapT
TOBA23_4_DNA54	TOBA23_4	54	808	PTRI	TOBA	Toba Inlet/A	23	C03	-124.233333	50.516667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-03-30/INX908/D0U8JACXX_5/INX908_D0U8JACXX_5_ATACGG.bam	DONE	HapT
TOBA23_5_DNA176	TOBA23_5	176	809	PTRI	TOBA	Toba Inlet/A	23	C03	-124.233333	50.516667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-10/INX961/C0KU4ACXX_2/INX961_C0KU4ACXX_2_CCGCAA.bam	DONE	HapT
TOBB23_2_DNA48	TOBB23_2	48	810	PTRI	TOBB	Toba Inlet/B	23	C03	-124.083333	50.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX905/D0U8JACXX_2/INX905_D0U8JACXX_2_TGCTGG.bam	DONE	HapT
TOBB23_3_DNA52	TOBB23_3	52	811	PTRI	TOBB	Toba Inlet/B	23	C03	-124.083333	50.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX907/D0U8JACXX_4/INX907_D0U8JACXX_4_AAGCGA.bam	DONE	HapT
TOBB23_4_DNA49	TOBB23_4	49	812	PTRI	TOBB	Toba Inlet/B	23	C03	-124.083333	50.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX905/D0U8JACXX_2/INX905_D0U8JACXX_2_CCGTCC.bam	DONE	HapT
TOBB23_5_DNA47	TOBB23_5	47	813	PTRI	TOBB	Toba Inlet/B	23	C03	-124.083333	50.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX904/D0U8JACXX_1/INX904_D0U8JACXX_1_TATAAT.bam	DONE	HapT
TRTB7_5_DNA454	TRTB7_5	454	814	PTRI	TRTB	Treaty/B	7	C01	-129.816667	56.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0363/C0W04ACXX_4/IX0363_C0W04ACXX_4_GTAGAG.bam	DONE	HapT
TRTB7_6_DNA759	TRTB7_6	759	815	PTRI	TRTB	Treaty/B	7	C01	-129.816667	56.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_AGTTCC.bam	DONE	HapT
TRTB7_7_DNA398	TRTB7_7	398	816	PTRI	TRTB	Treaty/B	7	C01	-129.816667	56.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_ACATCT.bam	DONE	HapT
WFSH13_6_DNA455	WFSH13_6	455	833	PTRI	WFSH	Whitefish Bay	13	C01	-124.766667	54.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_ACAGTG.bam	DONE	HapY
WHTE28_5_DNA456	WHTE28_5	456	848	PTRI	WHTE	White river/E	28	C03	-126.05	50.133333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_AAACAT.bam	DONE	HapT
WLOW15_1_DNA279	WLOW15_1	279	849	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_ACCGGC.bam	DONE	HapY
WLOW15_3_DNA50	WLOW15_3	50	850	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX906/D0U8JACXX_3/INX906_D0U8JACXX_3_TGACCA.bam	DONE	HapT
WLOW15_4_DNA457	WLOW15_4	457	851	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_AAGGAC.bam	DONE	HapT
WLOW15_5_DNA458	WLOW15_5	458	852	PTRI	WLOW	Willow river	15	C02	-122.283333	53.916667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0364/C0W04ACXX_5/IX0364_C0W04ACXX_5_ACTGAT.bam	DONE	HapT
YALD27_3_DNA53	YALD27_3	53	863	PTRI	YALD	Yale West/D	27	C03	-121.466667	49.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX907/D0U8JACXX_4/INX907_D0U8JACXX_4_ACTCTC.bam	DONE	HapT
YALD27_4_DNA51	YALD27_4	51	864	PTRI	YALD	Yale West/D	27	C03	-121.466667	49.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-02/INX906/D0U8JACXX_3/INX906_D0U8JACXX_3_CTTGTA.bam	DONE	HapT
ZYMJ10_1_DNA280	ZYMJ10_1	280	867	PTRI	ZYMJ	Zymoetz river/J	10	C01	-127.933333	54.466667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0333/D102LACXX_5/IX0333_D102LACXX_5_AGGCCG.bam	DONE	HapT
ZYMJ10_5_DNA281	ZYMJ10_5	281	868	PTRI	ZYMJ	Zymoetz river/J	10	C01	-127.933333	54.466667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0333/D102LACXX_5/IX0333_D102LACXX_5_CAACTA.bam	DONE	HapT
