1file_id	2sample	3DNA_code	4species	5pop	6pop_name	7LONG	8LAT	9server	10path	11sorted
KUU8_DNA930	KUU8	930	PBAL	KUU	Kuujjuaq	68.58333333	58.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_GCCGCG.bam	unsorted
LAB1_DNA519	LAB1	519	PBAL	LAB	Labrador_City	66.91666667	52.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CTAGCT.bam	unsorted
LAB11_DNA941	LAB11	941	PBAL	LAB	Labrador_City	66.91666667	52.96666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_CACTCA.bam	unsorted
LAB12_DNA806	LAB12	806	PBAL	LAB	Labrador_City	67.06666667	52.78333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0985/D18W4ACXX_7/IX0985_D18W4ACXX_7_TGGCGC.bam	unsorted
LAB13_DNA942	LAB13	942	PBAL	LAB	Labrador_City	67.05	52.91666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_CCGCAA.bam	unsorted
LAB14_DNA943	LAB14	943	PBAL	LAB	Labrador_City	67.05	52.91666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_GAAACC.bam	unsorted
LAB3_DNA940	LAB3	940	PBAL	LAB	Labrador_City	66.9	52.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1908/C2F5EACXX_3/IX1908_C2F5EACXX_3_ATCCTA.bam	unsorted
LAB4_DNA678	LAB4	678	PBAL	LAB	Labrador_City	66.9	52.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_CTGCTG.bam	unsorted
LAB5_DNA520	LAB5	520	PBAL	LAB	Labrador_City	66.9	52.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_GATGCT.bam	unsorted
LAB6_DNA521	LAB6	521	PBAL	LAB	Labrador_City	66.9	52.93333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_TAATCG.bam	unsorted
LAB7_DNA522	LAB7	522	PBAL	LAB	Labrador_City	66.9	52.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_TGAATG.bam	unsorted
LAB8_DNA679	LAB8	679	PBAL	LAB	Labrador_City	66.88333333	52.93333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_GCCGCG.bam	unsorted
LAR1_DNA1155	LAR1	1155	PBAL	LAR	La_Ronge	105.6833333	54.71666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_GCCAAT.bam	unsorted
LAR10_DNA1192	LAR10	1192	PBAL	LAR	La_Ronge	105.5	54.78333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2048/C2PVTACXX_4/IX2048_C2PVTACXX_4_GGCACA.bam	unsorted
LAR11_DNA524	LAR11	524	PBAL	LAR	La_Ronge	105.4833333	54.78333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_CGATGT.bam	unsorted
LAR12_DNA948	LAR12	948	PBAL	LAR	La_Ronge	105.4666667	54.78333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_TTCGAA.bam	unsorted
LAR13_DNA1121	LAR13	1121	PBAL	LAR	La_Ronge	105.4333333	54.78333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_TGGCGC.bam	unsorted
LAR14_DNA949	LAR14	949	PBAL	LAR	La_Ronge	105.4333333	54.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_GCCAAT.bam	unsorted
LAR15_DNA345	LAR15	345	PBAL	LAR	La_Ronge	105.3833333	54.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_TGGCGC.bam	unsorted
LAR2_DNA680	LAR2	680	PBAL	LAR	La_Ronge	105.6666667	54.71666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_TCATTC.bam	unsorted
LAR3_DNA681	LAR3	681	PBAL	LAR	La_Ronge	105.6666667	54.73333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0855/D18UBACXX_2/IX0855_D18UBACXX_2_TGGCGC.bam	unsorted
LAR4_DNA1193	LAR4	1193	PBAL	LAR	La_Ronge	105.65	54.73333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2049/C2PVTACXX_5/IX2049_C2PVTACXX_5_TCGGCA.bam	unsorted
LAR5_DNA344	LAR5	344	PBAL	LAR	La_Ronge	105.6333333	54.73333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_TCATTC.bam	unsorted
LAR6_DNA523	LAR6	523	PBAL	LAR	La_Ronge	105.5666667	54.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0377/D15UAACXX_4/IX0377_D15UAACXX_4_AGTTCC.bam	unsorted
LAR7_DNA946	LAR7	946	PBAL	LAR	La_Ronge	105.55	54.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_GCCTTA.bam	unsorted
LAR8_DNA947	LAR8	947	PBAL	LAR	La_Ronge	105.5333333	54.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_TCCCGA.bam	unsorted
LAR9_DNA234	LAR9	234	PBAL	LAR	La_Ronge	105.6333333	54.76666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-11/INX979/C0KV7ACXX_6/INX979_C0KV7ACXX_6_CGGAAT.bam	unsorted
LOV1_DNA346	LOV1	346	PBAL	LOV	Love	104.15	53.63333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_GTAGAG.bam	unsorted
LOV10_DNA952	LOV10	952	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_AGAAGA.bam	unsorted
LOV11_DNA301	LOV11	301	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0375/D15UAACXX_2/IX0375_D15UAACXX_2_GATCAG.bam	unsorted
LOV12_DNA1122	LOV12	1122	PBAL	LOV	Love	104.15	53.63333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2037/C2P8KACXX_1/IX2037_C2P8KACXX_1_GTAGAG.bam	unsorted
LOV13_DNA1157	LOV13	1157	PBAL	LOV	Love	104.15	53.63333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_AAAGCA.bam	unsorted
LOV15_DNA954	LOV15	954	PBAL	LOV	Love	104.15	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_ATCTAT.bam	unsorted
LOV2_DNA682	LOV2	682	PBAL	LOV	Love	104.15	53.63333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0844/D17UBACXX_7/IX0844_D17UBACXX_7_GTAGAG.bam	unsorted
LOV3_DNA683	LOV3	683	PBAL	LOV	Love	104.15	53.63333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_ACAGTG.bam	unsorted
LOV4_DNA299	LOV4	299	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0375/D15UAACXX_2/IX0375_D15UAACXX_2_ATCACG.bam	unsorted
LOV6_DNA807	LOV6	807	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_GTAGAG.bam	unsorted
LOV7_DNA808	LOV7	808	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0975/C14ERACXX_2/IX0975_C14ERACXX_2_ACAGTG.bam	unsorted
LOV8_DNA950	LOV8	950	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_AAAGCA.bam	unsorted
LOV9_DNA951	LOV9	951	PBAL	LOV	Love	104.1333333	53.63333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_AATAGG.bam	unsorted
MAN11_DNA957	MAN11	957	PBAL	MAN	Manicougan	68.35	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_CCTTAG.bam	unsorted
MAN12_DNA1159	MAN12	1159	PBAL	MAN	Manicougan	68.35	49.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_AGAAGA.bam	unsorted
MAN13_DNA959	MAN13	959	PBAL	MAN	Manicougan	68.35	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_GAATAA.bam	unsorted
MAN15_DNA960	MAN15	960	PBAL	MAN	Manicougan	68.41666667	49.31666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_GCTCCA.bam	unsorted
MAN2_DNA684	MAN2	684	PBAL	MAN	Manicougan	68.23333333	49.25	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0840/D17UBACXX_3/IX0840_D17UBACXX_3_AAACAT.bam	unsorted
MAN3_DNA1158	MAN3	1158	PBAL	MAN	Manicougan	68.25	49.25	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_AATAGG.bam	unsorted
MAN4_DNA302	MAN4	302	PBAL	MAN	Manicougan	68.23333333	49.26666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0375/D15UAACXX_2/IX0375_D15UAACXX_2_AACCCC.bam	unsorted
MAN5_DNA303	MAN5	303	PBAL	MAN	Manicougan	68.25	49.26666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0335/D102LACXX_7/IX0335_D102LACXX_7_GGCTAC.bam	unsorted
MAN6_DNA1164	MAN6	1164	PBAL	MAN	Manicougan	68.26666667	49.28333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_GCTCCA.bam	unsorted
MAN7_DNA304	MAN7	304	PBAL	MAN	Manicougan	68.3	49.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0335/D102LACXX_7/IX0335_D102LACXX_7_AAGACT.bam	unsorted
MAN8_DNA685	MAN8	685	PBAL	MAN	Manicougan	68.3	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_AAGGAC.bam	unsorted
MAN9_DNA305	MAN9	305	PBAL	MAN	Manicougan	68.31666667	49.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0366/D12N9ACXX_5/IX0366_D12N9ACXX_5_GTCCGC.bam	unsorted
MAT1_DNA1020	MAT1	1020	PBAL	MAT	Matapedia	67.21666667	48.26666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_TAATCG.bam	unsorted
MAT11_DNA527	MAT11	527	PBAL	MAT	Matapedia	67.13333333	48.16666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_ACCGGC.bam	unsorted
MAT12_DNA528	MAT12	528	PBAL	MAT	Matapedia	67.13333333	48.16666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_AGGCCG.bam	unsorted
MAT13_DNA1021	MAT13	1021	PBAL	MAT	Matapedia	67.13333333	48.15	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_TGAATG.bam	unsorted
MAT14_DNA529	MAT14	529	PBAL	MAT	Matapedia	67.13333333	48.13333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_CAACTA.bam	unsorted
MAT15_DNA1022	MAT15	1022	PBAL	MAT	Matapedia	67.13333333	48.11666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_AGTTCC.bam	unsorted
MAT2_DNA686	MAT2	686	PBAL	MAT	Matapedia	67.23333333	48.25	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0846/D18MNACXX_4/IX0846_D18MNACXX_4_ACTGAT.bam	unsorted
MAT3_DNA525	MAT3	525	PBAL	MAT	Matapedia	67.21666667	48.25	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_TAGCTT.bam	unsorted
MAT4_DNA687	MAT4	687	PBAL	MAT	Matapedia	67.21666667	48.23333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_ATCCTA.bam	unsorted
MAT5_DNA961	MAT5	961	PBAL	MAT	Matapedia	67.21666667	48.23333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_TCGAAG.bam	unsorted
MAT6_DNA962	MAT6	962	PBAL	MAT	Matapedia	67.2	48.23333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_TTCTCC.bam	unsorted
MAT7_DNA526	MAT7	526	PBAL	MAT	Matapedia	67.18333333	48.21666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0378/D15UAACXX_5/IX0378_D15UAACXX_5_AACTTG.bam	unsorted
MAT8_DNA963	MAT8	963	PBAL	MAT	Matapedia	67.18333333	48.21666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_CAGATC.bam	unsorted
MAT9_DNA851	MAT9	851	PBAL	MAT	Matapedia	67.16666667	48.2	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_AACCCC.bam	unsorted
MEL10_DNA967	MEL10	967	PBAL	MEL	Melville	102.5333333	51.08333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1914/C2P4LACXX_1/IX1914_C2P4LACXX_1_AGATAG.bam	unsorted
MEL11_DNA689	MEL11	689	PBAL	MEL	Melville	102.5666667	51.06666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_CCGCAA.bam	unsorted
MEL12_DNA347	MEL12	347	PBAL	MEL	Melville	102.6333333	51.03333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_ACAGTG.bam	unsorted
MEL13_DNA968	MEL13	968	PBAL	MEL	Melville	102.6666667	51.03333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_ATGAGC.bam	unsorted
MEL14_DNA969	MEL14	969	PBAL	MEL	Melville	102.7166667	51.03333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_CATGGC.bam	unsorted
MEL15_DNA970	MEL15	970	PBAL	MEL	Melville	102.7166667	51	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_CGAGAA.bam	unsorted
MEL2_DNA965	MEL2	965	PBAL	MEL	Melville	102.75	50.98333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_AAATGC.bam	unsorted
MEL3_DNA966	MEL3	966	PBAL	MEL	Melville	102.6833333	50.98333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_ACAAAC.bam	unsorted
MEL4_DNA530	MEL4	530	PBAL	MEL	Melville	102.65	50.98333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_CCACGC.bam	unsorted
MEL5_DNA688	MEL5	688	PBAL	MEL	Melville	102.5833333	50.98333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0844/D17UBACXX_7/IX0844_D17UBACXX_7_CACTCA.bam	unsorted
MEL6_DNA531	MEL6	531	PBAL	MEL	Melville	102.5333333	50.98333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0379/D15UAACXX_6/IX0379_D15UAACXX_6_CTATAC.bam	unsorted
MEL7_DNA532	MEL7	532	PBAL	MEL	Melville	102.5333333	51	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_GCAAGG.bam	unsorted
MEL8_DNA1023	MEL8	1023	PBAL	MEL	Melville	102.5333333	51.01666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2040/C2P8KACXX_4/IX2040_C2P8KACXX_4_CGATGT.bam	unsorted
MEL9_DNA533	MEL9	533	PBAL	MEL	Melville	102.5333333	51.05	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_TACAGC.bam	unsorted
MGR11_DNA538	MGR11	538	PBAL	MGR	Mount_Groulx	68.16666667	51.65	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_AAGACT.bam	unsorted
MGR12_DNA972	MGR12	972	PBAL	MGR	Mount_Groulx	68.16666667	51.65	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_GGCACA.bam	unsorted
MGR3_DNA534	MGR3	534	PBAL	MGR	Mount_Groulx	68.16666667	51.36666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_TGCCAT.bam	unsorted
MGR4_DNA690	MGR4	690	PBAL	MGR	Mount_Groulx	68.2	51.38333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_GAAACC.bam	unsorted
MGR5_DNA535	MGR5	535	PBAL	MGR	Mount_Groulx	68.23333333	51.5	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0380/D15UAACXX_7/IX0380_D15UAACXX_7_ATGTCA.bam	unsorted
MGR7_DNA971	MGR7	971	PBAL	MGR	Mount_Groulx	68.21666667	51.58333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1908/C2F5EACXX_3/IX1908_C2F5EACXX_3_GACGGA.bam	unsorted
MGR8_DNA536	MGR8	536	PBAL	MGR	Mount_Groulx	68.21666667	51.6	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_TTAGGC.bam	unsorted
MGR9_DNA537	MGR9	537	PBAL	MGR	Mount_Groulx	68.21666667	51.61666667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_GGCTAC.bam	unsorted
MIN1_DNA348	MIN1	348	PBAL	MIN	Minnedosa	99.78333333	50.28333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_AAACAT.bam	unsorted
MIN10_DNA539	MIN10	539	PBAL	MIN	Minnedosa	99.9	50.33333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0381/D15UAACXX_8/IX0381_D15UAACXX_8_ACGATA.bam	unsorted
MIN11_DNA540	MIN11	540	PBAL	MIN	Minnedosa	99.91666667	50.33333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_ATAATT.bam	unsorted
MIN12_DNA977	MIN12	977	PBAL	MIN	Minnedosa	99.91666667	50.31666667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1914/C2P4LACXX_1/IX1914_C2P4LACXX_1_CGTACG.bam	unsorted
MIN13_DNA834	MIN13	834	PBAL	MIN	Minnedosa	99.91666667	50.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_CAGGCG.bam	unsorted
MIN14_DNA541	MIN14	541	PBAL	MIN	Minnedosa	99.86666667	50.28333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_CACCGG.bam	unsorted
MIN15_DNA978	MIN15	978	PBAL	MIN	Minnedosa	99.85	50.28333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1913/C2F5EACXX_8/IX1913_C2F5EACXX_8_ACATCT.bam	unsorted
MIN2_DNA691	MIN2	691	PBAL	MIN	Minnedosa	99.78333333	50.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0842/D17UBACXX_5/IX0842_D17UBACXX_5_GCCTTA.bam	unsorted
MIN3_DNA692	MIN3	692	PBAL	MIN	Minnedosa	99.76666667	50.3	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_TCCCGA.bam	unsorted
MIN4_DNA831	MIN4	831	PBAL	MIN	Minnedosa	99.75	50.3	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_AATAGG.bam	unsorted
MIN5_DNA973	MIN5	973	PBAL	MIN	Minnedosa	99.73333333	50.33333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_TCGGCA.bam	unsorted
MIN6_DNA974	MIN6	974	PBAL	MIN	Minnedosa	99.73333333	50.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_AGGTTT.bam	unsorted
MIN7_DNA975	MIN7	975	PBAL	MIN	Minnedosa	99.76666667	50.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1907/C2F5EACXX_2/IX1907_C2F5EACXX_2_ACTTGA.bam	unsorted
MIN8_DNA1190	MIN8	1190	PBAL	MIN	Minnedosa	99.78333333	50.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_CGAGAA.bam	unsorted
MIN9_DNA236	MIN9	236	PBAL	MIN	Minnedosa	99.78333333	99.78333333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-04-11/INX979/C0KV7ACXX_6/INX979_C0KV7ACXX_6_GATATA.bam	unsorted
MTN10_DNA351	MTN10	351	PBAL	MTN	Matane	67.31666667	48.65	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_ACTGAT.bam	unsorted
MTN11_DNA543	MTN11	543	PBAL	MTN	Matane	67.3	48.63333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-08/IX0382/D15K7ACXX_1/IX0382_D15K7ACXX_1_CTCAGA.bam	unsorted
