ACCESSION	samplename	DNA#	ADM_#	ADM_CODE	POP_CODE	POPNAME	POP#	GROUP	LONG	LAT	server	path	plastome
WHR12_DNA314	WHR12	314	836	PBAL	WHR	Whitehorse		B02	-135.33	60.7	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_AGCGCT.bam	DONE
RNA13_DNA328	RNA13	328	649	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0336/D102LACXX_8/IX0336_D102LACXX_8_CCCATG.bam	DONE
WHR11_DNA330	WHR11	330	835	PBAL	WHR	Whitehorse		B02	-135.33	60.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0336/D102LACXX_8/IX0336_D102LACXX_8_CTCAGA.bam	DONE
WHR15_DNA331	WHR15	331	838	PBAL	WHR	Whitehorse		B02	-135.33	60.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_GCACTT.bam	DONE
CAR1_DNA332	CAR1	332	72	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_TATAAT.bam	DONE
CAR14_DNA333	CAR14	333	71	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_TGCTGG.bam	DONE
EDM11_DNA334	EDM11	334	151	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_CCGTCC.bam	DONE
FBK9_DNA335	FBK9	335	178	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_TGACCA.bam	DONE
FRE6_DNA336	FRE6	336	191	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_CTTGTA.bam	DONE
GRA4_DNA337	GRA4	337	242	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_AAGCGA.bam	DONE
GRA5_DNA338	GRA5	338	243	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_ACTCTC.bam	DONE
GRA6_DNA339	GRA6	339	244	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_ATACGG.bam	DONE
GRA8_DNA340	GRA8	340	246	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_CACGAT.bam	DONE
GRA10_DNA341	GRA10	341	239	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_GAGTGG.bam	DONE
GYP7_DNA342	GYP7	342	259	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_CTGCTG.bam	DONE
GYP10_DNA343	GYP10	343	247	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_GCCGCG.bam	DONE
LAR5_DNA344	LAR5	344	403	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_TCATTC.bam	DONE
LAR15_DNA345	LAR15	345	399	PBAL	LAR	La Ronge		B03	-105.55	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_TGGCGC.bam	DONE
LOV1_DNA346	LOV1	346	431	PBAL	LOV	Love		B03	-105.5	53.63	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_GTAGAG.bam	DONE
MEL12_DNA347	MEL12	347	489	PBAL	MEL	Melville		B03	-102.62	51.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_ACAGTG.bam	DONE
MIN1_DNA348	MIN1	348	518	PBAL	MIN	Minnedosa		B03	-99.85	50.32	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_AAACAT.bam	DONE
MTN9_DNA350	MTN9	350	535	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_AAGGAC.bam	DONE
MTN10_DNA351	MTN10	351	526	PBAL	MTN	Matane		B04	-67.35	48.57	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0341/C0T20ACXX_5/IX0341_C0T20ACXX_5_ACTGAT.bam	DONE
FRE14_DNA358	FRE14	358	187	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_GCCAAT.bam	DONE
GPR12_DNA362	GPR12	362	228	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AAAGCA.bam	DONE
GPR13_DNA363	GPR13	363	229	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AATAGG.bam	DONE
ALAA20-3_DNA366	ALAA20-3	366	3	PTRI	ALAA	Atlatzi river/A	20	C03	-126.116667	50.983333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_AACTTG.bam	DONE
CEDA10-4_DNA367	CEDA10-4	367	86	PTRI	CEDA	Cedar river/A	10	C01	-128.916667	54.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0332/D102LACXX_4/IX0332_D102LACXX_4_ACCGGC.bam	DONE
CHKD19-2_DNA368	CHKD19-2	368	93	PTRI	CHKD	Chuckwalla river/D	19	C03	-127.2	51.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0343/C0T20ACXX_7/IX0343_C0T20ACXX_7_GCCTTA.bam	DONE
HAZH10-3_DNA369	HAZH10-3	369	293	PTRI	HAZH	Hazelton/H	10	C01	-127.666667	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0343/C0T20ACXX_7/IX0343_C0T20ACXX_7_TCCCGA.bam	DONE
HAZH10-5_DNA370	HAZH10-5	370	294	PTRI	HAZH	Hazelton/H	10	C01	-127.666667	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0343/C0T20ACXX_7/IX0343_C0T20ACXX_7_TTCGAA.bam	DONE
HIXN16-1_DNA371	HIXN16-1	371	296	PTRI	HIXN	Hixon	16	C02	-122.633333	53.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0343/C0T20ACXX_7/IX0343_C0T20ACXX_7_GTCCGC.bam	DONE
ISKA6-2_DNA373	ISKA6-2	373	665	PTRI	ISKA	Iskut river/A	6	C01	-131.15	56.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_TACAGC.bam	DONE
ISKC6-3_DNA374	ISKC6-3	374	332	PTRI	ISKC	Iskut river/C	6	C01	-130.333333	56.933333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_TGCCAT.bam	DONE
MCGR15-4_DNA375	MCGR15-4	375	470	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_ATGTCA.bam	DONE
MCGR15-8_DNA376	MCGR15-8	376	473	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_ATCTAT.bam	DONE
NASC8-5_DNA377	NASC8-5	377	541	PTRI	NASC	Nass river/C	8	C01	-129.5	55.05	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_CAGGCG.bam	DONE
NASD8-4_DNA378	NASD8-4	378	543	PTRI	NASD	Nass river/D	8	C01	-129.133333	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_CCTTAG.bam	DONE
NASF8-2_DNA379	NASF8-2	379	545	PTRI	NASF	Nass river/F	8	C01	-128.783333	55.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0345/D104PACXX_1/IX0345_D104PACXX_1_GAATAA.bam	DONE
NASH8-1_DNA380	NASH8-1	380	546	PTRI	NASH	Nass river/H	8	C01	-128.816667	55.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_GCTCCA.bam	DONE
NASH8-4_DNA381	NASH8-4	381	547	PTRI	NASH	Nass river/H	8	C01	-128.816667	55.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_TCGAAG.bam	DONE
QAUS16-1_DNA382	QAUS16-1	382	629	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_TTCTCC.bam	DONE
QAUS16-7_DNA383	QAUS16-7	383	632	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0346/D104PACXX_2/IX0346_D104PACXX_2_GTGAAA.bam	DONE
QBKR16-5_DNA384	QBKR16-5	384	635	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_CAGATC.bam	DONE
QFRS16-1_DNA385	QFRS16-1	385	639	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_AAATGC.bam	DONE
QFRS16-5_DNA386	QFRS16-5	386	643	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_ACAAAC.bam	DONE
SHEL15-1_DNA387	SHEL15-1	387	659	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0347/D104PACXX_3/IX0347_D104PACXX_3_AGATAG.bam	DONE
SKNB10-2_DNA388	SKNB10-2	388	667	PTRI	SKNB	Skeena river/B	10	C01	-128.383333	54.683333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_ATGAGC.bam	DONE
SKNC10-2_DNA389	SKNC10-2	389	669	PTRI	SKNC	Skeena river/C	10	C01	-128.266667	54.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_CATGGC.bam	DONE
SKNL10-3_DNA390	SKNL10-3	390	673	PTRI	SKNL	Skeena river/L	10	C01	-128.75	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_CGAGAA.bam	DONE
SKNM10-3_DNA391	SKNM10-3	391	677	PTRI	SKNM	Skeena river/M	10	C01	-128.983333	54.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0348/D104PACXX_4/IX0348_D104PACXX_4_GACGGA.bam	DONE
SKNN10-4_DNA393	SKNN10-4	393	680	PTRI	SKNN	Skeena river/N	10	C01	-129.366667	54.283333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0349/D104PACXX_5/IX0349_D104PACXX_5_TCGGCA.bam	DONE
SKNO10-2_DNA394	SKNO10-2	394	682	PTRI	SKNO	Skeena river/O	10	C01	-129.533333	54.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0349/D104PACXX_5/IX0349_D104PACXX_5_AGGTTT.bam	DONE
SKNP10-11_DNA396	SKNP10-11	396	685	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_ACTTGA.bam	DONE
SKNP10-3_DNA397	SKNP10-3	397	687	PTRI	SKNP	Skeena river/P	10	C01	-128.466667	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_CGTACG.bam	DONE
TRTB7-7_DNA398	TRTB7-7	398	816	PTRI	TRTB	Treaty/B	7	C01	-129.816667	56.566667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_ACATCT.bam	DONE
SKNO10-3_DNA400	SKNO10-3	400	683	PTRI	SKNO	Skeena river/O	10	C01	-129.533333	54.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0350/D104PACXX_6/IX0350_D104PACXX_6_AGCATC.bam	DONE
ISKA6-1_DNA401	ISKA6-1	401	329	PTRI	ISKA	Iskut river/A	6	C01	-131.15	56.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0351/D104PACXX_7/IX0351_D104PACXX_7_ATTCCT.bam	DONE
SKNB10-1_DNA402	SKNB10-1	402	666	PTRI	SKNB	Skeena river/B	10	C01	-128.383333	54.683333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0351/D104PACXX_7/IX0351_D104PACXX_7_CATTTT.bam	DONE
IRVC7-5_DNA404	IRVC7-5	404	326	PTRI	IRVC	Bell-Irving/C	7	C01	-129.733333	56.733333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0351/D104PACXX_7/IX0351_D104PACXX_7_GATATA.bam	DONE
QBKR16-4_DNA405	QBKR16-4	405	634	PTRI	QBKR	Baker Cr	16	C02	-122.866667	52.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0352/D10R2ACXX_1/IX0352_D10R2ACXX_1_ATCACG.bam	DONE
ALSC1-4_DNA406	ALSC1-4	406	6	PTRI	ALSC	Alsek river/C	1	C01	-137.916667	59.616667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0352/D10R2ACXX_1/IX0352_D10R2ACXX_1_GATCAG.bam	DONE
ALSC1-5_DNA407	ALSC1-5	407	7	PTRI	ALSC	Alsek river/C	1	C01	-137.916667	59.616667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0352/D10R2ACXX_1/IX0352_D10R2ACXX_1_AACCCC.bam	DONE
BULA11-4_DNA408	BULA11-4	408	51	PTRI	BULA	Bulkley river/A	11	C01	-127.5	55.25	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0352/D10R2ACXX_1/IX0352_D10R2ACXX_1_ACCCAG.bam	DONE
BULB11-1_DNA409	BULB11-1	409	52	PTRI	BULB	Bulkley river/B	11	C01	-127.35	55.116667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0353/D10R2ACXX_2/IX0353_D10R2ACXX_2_AGCGCT.bam	DONE
BULF11-3_DNA410	BULF11-3	410	54	PTRI	BULF	Bulkley river/F	11	C01	-126.833333	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0353/D10R2ACXX_2/IX0353_D10R2ACXX_2_CAAAAG.bam	DONE
BULF11-5_DNA411	BULF11-5	411	56	PTRI	BULF	Bulkley river/F	11	C01	-126.833333	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0353/D10R2ACXX_2/IX0353_D10R2ACXX_2_CCAACA.bam	DONE
BULG11-2_DNA412	BULG11-2	412	57	PTRI	BULG	Bulkley river/G	11	C01	-126.8	54.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0353/D10R2ACXX_2/IX0353_D10R2ACXX_2_CTAGCT.bam	DONE
CDRE10-1_DNA415	CDRE10-1	415	83	PTRI	CDRE	Cedarvale/E	10	C01	-128.333333	55.016667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0354/D10R2ACXX_3/IX0354_D10R2ACXX_3_TAATCG.bam	DONE
CDRE10-3_DNA416	CDRE10-3	416	84	PTRI	CDRE	Cedarvale/E	10	C01	-128.333333	55.016667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0354/D10R2ACXX_3/IX0354_D10R2ACXX_3_TGAATG.bam	DONE
CEDA10-2_DNA417	CEDA10-2	417	85	PTRI	CEDA	Cedar river/A	10	C01	-128.916667	54.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0354/D10R2ACXX_3/IX0354_D10R2ACXX_3_AGTTCC.bam	DONE
CHKD19-3_DNA418	CHKD19-3	418	94	PTRI	CHKD	Chuckwalla river/D	19	C03	-127.2	51.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0355/D10R2ACXX_4/IX0355_D10R2ACXX_4_CGATGT.bam	DONE
DESD2-2_DNA419	DESD2-2	419	136	PTRI	DESD	Dease river/D	2	C01	-129.1	59.45	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0355/D10R2ACXX_4/IX0355_D10R2ACXX_4_TAGCTT.bam	DONE
FKRB6-1_DNA421	FKRB6-1	421	179	PTRI	FKRB	Forrest Kerr Cr/B	6	C01	-130.633333	56.733333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0355/D10R2ACXX_4/IX0355_D10R2ACXX_4_ACCGGC.bam	DONE
HAZH10-1_DNA422	HAZH10-1	422	291	PTRI	HAZH	Hazelton/H	10	C01	-127.666667	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0356/D10R2ACXX_5/IX0356_D10R2ACXX_5_AGGCCG.bam	DONE
HOPF27-4_DNA423	HOPF27-4	423	315	PTRI	HOPF	Hope North/F	27	C03	-121.433333	49.433333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0356/D10R2ACXX_5/IX0356_D10R2ACXX_5_CAACTA.bam	DONE
IRVC7-6_DNA424	IRVC7-6	424	327	PTRI	IRVC	Bell-Irving/C	7	C01	-129.733333	56.733333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0356/D10R2ACXX_5/IX0356_D10R2ACXX_5_CCACGC.bam	DONE
IRVD7-4_DNA425	IRVD7-4	425	328	PTRI	IRVD	Bell-Irving/D	7	C01	-129.616667	56.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0356/D10R2ACXX_5/IX0356_D10R2ACXX_5_CTATAC.bam	DONE
ISKA6-4_DNA426	ISKA6-4	426	330	PTRI	ISKA	Iskut river/A	6	C01	-131.15	56.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0357/D10R2ACXX_6/IX0357_D10R2ACXX_6_GCAAGG.bam	DONE
ISKA6-5_DNA427	ISKA6-5	427	331	PTRI	ISKA	Iskut river/A	6	C01	-131.15	56.7	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0357/D10R2ACXX_6/IX0357_D10R2ACXX_6_TACAGC.bam	DONE
STKD5-3_DNA428	STKD5-3	428	778	PTRI	STKD	Lower Stikine/D	5	C01	-131.783333	57.333333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0357/D10R2ACXX_6/IX0357_D10R2ACXX_6_TGCCAT.bam	DONE
ISKC6-5_DNA429	ISKC6-5	429	333	PTRI	ISKC	Iskut river/C	6	C01	-130.333333	56.933333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0357/D10R2ACXX_6/IX0357_D10R2ACXX_6_ATGTCA.bam	DONE
KIMB16-4_DNA430	KIMB16-4	430	345	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0358/D10R2ACXX_7/IX0358_D10R2ACXX_7_TTAGGC.bam	DONE
KIMB16-6_DNA432	KIMB16-6	432	347	PTRI	KIMB	Kimball Cr	16	C02	-121.166667	52.933333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0358/D10R2ACXX_7/IX0358_D10R2ACXX_7_GGCTAC.bam	DONE
KSPA9-3_DNA433	KSPA9-3	433	358	PTRI	KSPA	Kispiox river/A	9	C01	-128.533333	55.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0358/D10R2ACXX_7/IX0358_D10R2ACXX_7_AAGACT.bam	DONE
KTMA12-5_DNA434	KTMA12-5	434	362	PTRI	KTMA	Kitimat river/A	12	C01	-128.516667	54.25	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0358/D10R2ACXX_7/IX0358_D10R2ACXX_7_ACGATA.bam	DONE
LNZK28-2_DNA435	LNZK28-2	435	418	PTRI	LNZK	Lantzville/K	28	C03	-124.066667	49.233333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_ATAATT.bam	DONE
MCGR15-6_DNA436	MCGR15-6	436	471	PTRI	MCGR	McGregor river	15	C02	-122	54.183333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CACCGG.bam	DONE
NASC8-2_DNA437	NASC8-2	437	540	PTRI	NASC	Nass river/C	8	C01	-129.5	55.05	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CCCATG.bam	DONE
NASD8-2_DNA438	NASD8-2	438	542	PTRI	NASD	Nass river/D	8	C01	-129.133333	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0359/D10R2ACXX_8/IX0359_D10R2ACXX_8_CTCAGA.bam	DONE
NASD8-5_DNA439	NASD8-5	439	544	PTRI	NASD	Nass river/D	8	C01	-129.133333	55.216667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_GCACTT.bam	DONE
PHLA22-5_DNA440	PHLA22-5	440	592	PTRI	PHLA	Phillips river/A	22	C03	-125.316667	50.6	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_TATAAT.bam	DONE
QAUS16-3_DNA441	QAUS16-3	441	630	PTRI	QAUS	Australian	16	C02	-122.466667	52.716667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_TGCTGG.bam	DONE
QCTN16-1_DNA442	QCTN16-1	442	636	PTRI	QCTN	Cottonwood	16	C02	-122.15	53.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0360/C0W04ACXX_1/IX0360_C0W04ACXX_1_CCGTCC.bam	DONE
QFRS16-3_DNA443	QFRS16-3	443	641	PTRI	QFRS	Fraser river	16	C02	-122.516667	53.066667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_TGACCA.bam	DONE
SHEL15-3_DNA444	SHEL15-3	444	661	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_CTTGTA.bam	DONE
SHEL15-6_DNA445	SHEL15-6	445	664	PTRI	SHEL	Shelley	15	C02	-122.6	54.033333	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_AAGCGA.bam	DONE
SKNC10-1_DNA446	SKNC10-1	446	668	PTRI	SKNC	Skeena river/C	10	C01	-128.266667	54.766667	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-14/IX0361/C0W04ACXX_2/IX0361_C0W04ACXX_2_ACTCTC.bam	DONE
